"","dracor_id","filename","firstAuthor","title","subtitle","normalizedGenre","yearNormalized","size","C","density","L","averageDegree","diameter","numOfSpeakers","numConnectedComponents","numEdges","numOfSegments","numOfActs","C_rand","L_rand","C_dev","L_dev","S","swn","analysis2","swt","swt_VeBiDraCor_Struc","swt_VeBiDraCor_Struc_Hist","sft_VeBiDraCor_lin","sft_VeBiDraCor_pl","sft_VeBiDraCor_quad","sft_VeBiDraCor_exp","sft_VeBiDraCor_Struc_lin","sft_VeBiDraCor_Struc_pl","sft_VeBiDraCor_Struc_quad","sft_VeBiDraCor_Struc_exp","sft_VeBiDraCor_Struc_Hist_lin","sft_VeBiDraCor_Struc_Hist_pl","sft_VeBiDraCor_Struc_Hist_quad","sft_VeBiDraCor_Struc_Hist_exp","sft_VeBiDraCor","sft_VeBiDraCor_Struc","sft_VeBiDraCor_Struc_Hist"
"1936","ger000147","lortzing-der-waffenschmied","Lortzing","Der Waffenschmied","Komische Oper in drei Aufzügen","",1846,12,0.894973544973545,0.833333333333333,1.16666666666667,9.16666666666667,2,12,1,55,38,3,0.82862588075619,1.16666666666667,1.08006950513881,1,1.08006950513881,TRUE,FALSE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1937","ger000148","wieland-klementina-von-porretta","Wieland","Klementina von Porretta","Ein Drama aus Richardsons Geschichte Sir Karl Grandisons gezogen","",1760,11,0.83037518037518,0.781818181818182,1.21818181818182,7.81818181818182,2,11,1,43,63,5,0.772745105632106,1.21818181818182,1.07457837561576,1,1.07457837561576,TRUE,FALSE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1938","ger000149","sorge-der-sieg-des-christos","Sorge","Der Sieg des Christos","Eine Vision dargestellt in dramatischen Bildern","",1924,37,0.853372169161643,0.163663663663664,1.71854304635762,5.89189189189189,3,37,3,109,18,0,0.159601284930345,2.17276803946804,5.34690036821497,0.790946394249415,6.76012989892826,TRUE,TRUE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1939","ger000150","schnitzler-komtesse-mizzi","Schnitzler","Komtesse Mizzi oder Der Familientag","Komödie in einem Akt","Comedy",1909,9,1,1,1,8,1,9,1,36,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,"X","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1940","ger000151","birch-pfeiffer-die-walpurgisnacht","Birch-Pfeiffer","Die Walpurgisnacht","Dramatisches Volksmärchen in vier Acten","",1830,26,0.802079061289588,0.2,2.05538461538462,5,4,26,1,65,42,4,0.194528076644497,2.1110512515847,4.12320460431735,0.973630845694389,4.23487466790013,TRUE,TRUE,TRUE,"TRUE","TRUE",0.427674865877113,0.641101669033317,0.732153329510177,0.0641324760793301,0.427674865877113,0.641101669033317,0.732153329510177,0.0641324760793301,0.427674865877113,0.641101669033317,0.732153329510177,0.0641324760793301,FALSE,FALSE,FALSE
"1941","ger000152","kleist-penthesilea","Kleist","Penthesilea","Ein Lustspiel nach Molière","Comedy",1808,84,0.893170643974406,0.140275387263339,2.28313253012048,11.6428571428571,5,84,1,489,24,0,0.140428943512675,2.02726764199656,6.36030309445282,1.12621169638555,5.64752001321376,TRUE,TRUE,TRUE,"TRUE","TRUE",0.215133646761744,0.298815663050563,0.248054341444477,0.0353855779530019,0.215133646761744,0.298815663050563,0.248054341444477,0.0353855779530019,0.215133646761744,0.298815663050563,0.248054341444477,0.0353855779530019,TRUE,TRUE,TRUE
"1942","ger000153","scheerbart-herr-kammerdiener-kneetschke","Scheerbart","Herr Kammerdiener Kneetschke","Eine Kammerdiener-Tragödie in fünf Aufzügen","Tragedy",1904,10,0.855555555555556,0.688888888888889,1.31111111111111,6.2,2,10,1,31,5,5,0.672713120236972,1.31153333333333,1.27179852721495,0.99967806977414,1.27220808945253,TRUE,FALSE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1943","ger000154","schober-alfonso-und-estrella","Schober","Alfonso und Estrella","Romantische Oper in drei Akten","",1854,18,0.821059804393138,0.516339869281046,1.52287581699346,8.77777777777778,3,18,1,79,23,3,0.509211201498379,1.48565359477124,1.61241504895637,1.0250544422692,1.57300430344647,TRUE,FALSE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1944","ger000155","lenz-die-freunde-machen-den-philosophen","Lenz","Die Freunde machen den Philosophen","Eine Komödie","Comedy",1775,17,0.894934640522876,0.463235294117647,1.53676470588235,7.41176470588235,2,17,1,63,20,5,0.456266598635331,1.54724264705882,1.96142922405361,0.993227990970655,1.9748026051267,TRUE,FALSE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1945","ger000156","iffland-die-jaeger","Iffland","Die Jäger","Ein ländliches Sittengemälde in fünf Aufzügen","",1785,18,0.825525092191759,0.464052287581699,1.67320261437909,7.88888888888889,3,18,1,71,70,5,0.457093797814269,1.54359477124183,1.80602995739442,1.08396494050896,1.66613318374156,TRUE,FALSE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1946","ger000157","goethe-clavigo","Goethe","Clavigo","Ein Trauerspiel","Tragedy",1774,10,0.905952380952381,0.844444444444444,1.15555555555556,7.6,2,10,1,38,5,5,0.837104904870174,1.15555555555556,1.08224474098964,1,1.08224474098964,TRUE,FALSE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1947","ger000158","grabbe-herzog-theodor-von-gothland","Grabbe","Herzog Theodor von Gothland","Eine Tragödie in fünf Akten","Tragedy",1827,61,0.884296065781188,0.326229508196721,1.67377049180328,19.5737704918033,2,61,1,597,17,5,0.325554033543728,1.67458087431694,2.71628047779175,0.999516068452656,2.7175956080394,TRUE,FALSE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1948","ger000159","hofmannsthal-jedermann","Hofmannsthal","Jedermann","Das Spiel vom Sterben des reichen Mannes","",1911,43,1,1,1,42,1,43,1,903,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,"X","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1949","ger000160","hebbel-kriemhilds-rache","Hebbel","Kriemhilds Rache","Ein Trauerspiel in fünf Akten","Tragedy",1861,21,0.770038559324274,0.533333333333333,1.4952380952381,10.6666666666667,3,21,1,112,72,5,0.52911940859133,1.46716666666667,1.45532094801501,1.01913308774606,1.42799891938906,TRUE,FALSE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1950","ger000161","hofmannsthal-das-bergwerk-zu-falun","Hofmannsthal","Das Bergwerk zu Falun","","",1899,27,0.920832076420312,0.461538461538462,1.53846153846154,12,2,27,1,162,5,5,0.458088788814552,1.53936467236467,2.01016069134382,0.999413307373264,2.01134073012003,TRUE,FALSE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1951","ger000162","roeber-koenig-manfred","Roeber","König Manfred","Oper in fünf Akten","",1867,25,0.730961342750816,0.293333333333333,1.74015748031496,7.04,3,25,2,88,31,5,0.287121499604835,1.78928072463768,2.54582587426173,0.972545814837039,2.61769248854185,TRUE,FALSE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1952","ger000163","wildgans-in-ewigkeit-amen","Wildgans","In Ewigkeit Amen","Ein gerichtliches Vorspiel in einem Akt","",1913,8,1,1,1,7,1,8,1,28,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,"X","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1953","ger000164","schlegel-alarcos","Schlegel","Alarcos","Ein Trauerspiel in zwei Aufzügen","Tragedy",1802,11,0.817893217893218,0.618181818181818,1.43636363636364,6.18181818181818,3,11,1,34,7,2,0.605124486499595,1.38358181818182,1.35161150497215,1.03814867866013,1.30194405941602,TRUE,FALSE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1954","ger000165","blumenthal-im-weissen-roessl","Blumenthal","Im weißen Rößl","Lustspiel in drei Aufzügen","Comedy",1898,36,0.89398956186073,0.555555555555556,1.41512605042017,19.4444444444444,3,36,2,350,38,3,0.554120218180035,1.44444603174603,1.61334947278583,0.97970157369575,1.64677644305476,TRUE,FALSE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1955","ger000166","wagner-tristan-und-isolde","Wagner","Tristan und Isolde","","",1859,10,0.889285714285714,0.8,1.2,7.2,2,10,1,36,11,3,0.790037611051533,1.2,1.12562452957408,1,1.12562452957408,TRUE,FALSE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1956","ger000167","immermann-eudoxia","Immermann","Eudoxia","Ein Epilog","",1832,12,0.924242424242424,0.621212121212121,1.37878787878788,6.83333333333333,2,12,1,41,2,0,0.610597323742054,1.37975757575758,1.51366930103491,0.999297197575332,1.51473385966421,TRUE,FALSE,FALSE,"X","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1957","ger000168","stavenhagen-mudder-mews","Stavenhagen","Mudder Mews","Niederdeutsches Drama in 5 Akten","",1904,8,0.910714285714286,0.892857142857143,1.10714285714286,6.25,2,8,1,25,5,5,0.884300668677574,1.10714285714286,1.02986949797993,1,1.02986949797993,TRUE,FALSE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1958","ger000169","wette-haensel-und-gretel","Wette","Hänsel und Gretel","Märchenspiel in drei Bildern","",1893,9,0.857142857142857,0.5,1.5,4,2,9,1,18,11,3,0.467645849711262,1.53847546897547,1.83288883601144,0.974991171616736,1.8799030077084,TRUE,FALSE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1959","ger000170","grillparzer-die-juedin-von-toledo","Grillparzer","Die Jüdin von Toledo","Historisches Trauerspiel in fünf Aufzügen","Tragedy",1851,16,0.850237956487957,0.65,1.35,9.75,2,16,1,78,5,5,0.644433391150649,1.35006666666667,1.31935738924055,0.999950619722483,1.31942254269187,TRUE,FALSE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1960","ger000171","alberti-brot","Alberti","Brot!","Ein soziales Schauspiel in fünf Akten","",1888,49,0.849767312323915,0.312925170068027,1.75170068027211,15.0204081632653,3,49,1,368,36,5,0.311722128947436,1.69185799319728,2.72604102632446,1.03537098699504,2.63291231893243,TRUE,FALSE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1961","ger000172","wildenbruch-die-quitzows","Wildenbruch","Die Quitzows","Schauspiel in vier Akten","",1888,62,0.766512481273322,0.197778952934955,2.01480698043363,12.0645161290323,4,62,1,374,72,7,0.196738331797383,1.87380222104707,3.89610135590018,1.0752506095909,3.62343561691403,TRUE,TRUE,TRUE,"FALSE","FALSE",0.130077143916602,0.135865269771228,0.135071817777293,0.023132853385454,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
"1962","ger000173","krueger-die-geistlichen-auf-dem-lande","Krüger","Die Geistlichen auf dem Lande","Ein Lustspiel in drey Handlungen","Comedy",1743,9,0.891534391534391,0.833333333333333,1.16666666666667,6.66666666666667,2,9,1,30,31,3,0.823202209268604,1.16666666666667,1.08300777317702,1,1.08300777317702,TRUE,FALSE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1963","ger000174","holz-sonnenfinsternis","Holz","Sonnenfinsternis","Tragödie","Tragedy",1908,6,0.933333333333333,0.933333333333333,1.06666666666667,4.66666666666667,2,6,1,14,5,5,0.923076923076923,1.06666666666667,1.01111111111111,1,1.01111111111111,TRUE,FALSE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1964","ger000175","wagner-lohengrin","Wagner","Lohengrin","Romantische Oper in drei Aufzügen","",1850,25,0.758579492403022,0.496666666666667,1.41732283464567,11.92,3,25,2,149,11,3,0.493533061382475,1.50380666666667,1.5370388566839,0.942490059435168,1.63082765838935,TRUE,FALSE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1965","ger000176","schnitzler-anatols-groessenwahn","Schnitzler","Anatols Größenwahn","","",1891,6,1,1,1,5,1,6,1,15,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,"X","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1966","ger000177","brandes-ino","Brandes","Ino","Ein Melodrama","",1779,9,0.655555555555556,0.388888888888889,1.94444444444444,3.11111111111111,4,9,1,14,11,0,0.351235335198243,1.76228282828283,1.86642826008821,1.10336684511595,1.69157544324441,TRUE,FALSE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1967","ger000178","goethe-die-mitschuldigen","Goethe","Die Mitschuldigen","Ein Lustspiel in einem Akte","Comedy",1776,4,1,1,1,3,1,4,1,6,15,0,1,1,1,1,1,FALSE,FALSE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1968","ger000179","hebbel-der-diamant","Hebbel","Der Diamant","Eine Komödie in fünf Akten","Comedy",1847,23,0.915458937198068,0.292490118577075,1.3302752293578,6.43478260869565,3,23,3,74,29,5,0.285781769287132,1.80809956709957,3.2033496730097,0.735731180717961,4.3539675318419,TRUE,TRUE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1969","ger000180","kaltneker-die-opferung","Kaltneker","Die Opferung","Eine Tragödie in vier Akten","Tragedy",1922,40,0.962223250433777,0.414102564102564,1.58589743589744,16.15,2,40,1,323,4,4,0.412570165511481,1.58621923076923,2.33226571107212,0.999797130897449,2.33273895172975,TRUE,FALSE,FALSE,"X","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1970","ger000181","scheerbart-der-herr-vom-jenseits","Scheerbart","Der Herr vom Jenseits","Eine Gartenkomödie","Comedy",1904,3,1,1,1,2,1,3,1,3,1,0,1,1,1,1,1,FALSE,FALSE,FALSE,"X","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1971","ger000182","scheerbart-der-vornehme-raeuberhauptmann","Scheerbart","Der vornehme Räuberhauptmann","Drama in zwei Akten","",1904,9,0.813492063492063,0.472222222222222,1.52777777777778,3.77777777777778,2,9,1,17,3,3,0.437925627589763,1.58332936507936,1.85760323726503,0.964914699034333,1.92514762094937,TRUE,FALSE,FALSE,"X","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1972","ger000183","scheerbart-das-dumme-luder","Scheerbart","Das dumme Luder","Ein Jupiter-Drama","",1904,5,1,1,1,4,1,5,1,10,1,0,1,1,1,1,1,FALSE,FALSE,FALSE,"X","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1973","ger000184","raimund-die-unheilbringende-zauberkrone","Raimund","Die unheilbringende Zauberkrone oder König ohne Reich, Held ohne Mut, Schönheit ohne Jugend","Tragisch-komisches Original-Zauberspiel in zwei Aufzügen","Tragicomedy",1829,54,0.828330682609099,0.118798043326345,2.72466806429071,6.2962962962963,6,54,1,170,38,2,0.117698999108556,2.33070254481409,7.03770370931631,1.16903294689115,6.02010724165811,TRUE,TRUE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1974","ger000185","bauernfeld-industrie-und-herz","Bauernfeld","Industrie und Herz","Lustspiel in vier Aufzügen","Comedy",1842,12,0.815277777777778,0.378787878787879,1.77272727272727,4.16666666666667,3,12,1,25,38,4,0.359242032519542,1.72960553359684,2.26943871812502,1.02493154554192,2.21423443155423,TRUE,FALSE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1975","ger000186","weisse-die-jagd","Weiße","Die Jagd","Eine komische Oper in drey Aufzügen","",1770,17,0.888779194661548,0.485294117647059,1.58823529411765,7.76470588235294,3,17,1,66,34,3,0.477224530034998,1.521,1.86239209999613,1.04420466411417,1.78355083442963,TRUE,FALSE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1976","ger000187","wildgans-armut","Wildgans","Armut","Ein Trauerspiel in fünf Akten","Tragedy",1914,12,0.847751322751323,0.545454545454545,1.46969696969697,6,3,12,1,36,5,5,0.53013426947804,1.46165151515152,1.59912567732322,1.00550435891323,1.59037170067726,TRUE,FALSE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1977","ger000188","kotzebue-der-hyperboreische-esel","Kotzebue","Der Hyperboreische Esel, oder Die heutige Bildung","Ein drastisches Drama und philosophisches Lustspiel für Jünglinge / In einem Aufzuge","Comedy",1799,6,1,1,1,5,1,6,1,15,12,0,1,1,1,1,1,FALSE,FALSE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1978","ger000189","gemmingen-hornberg-der-deutsche-hausvater","Gemmingen-Hornberg","Der deutsche Hausvater oder die Familie","Ein Schauspiel","",1779,22,0.830226717726718,0.341991341991342,1.75324675324675,7.18181818181818,3,22,1,79,40,7,0.335951096379799,1.70605454545455,2.47127253541727,1.0276616054967,2.40475320105283,TRUE,FALSE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1979","ger000190","klinger-die-zwillinge","Klinger","Die Zwillinge","Ein Trauerspiel in fünf Aufzügen","Tragedy",1776,8,0.875,0.75,1.25,5.25,2,8,1,21,21,5,0.731098361253209,1.25003571428571,1.19682938216429,0.999971429387732,1.19686357728949,TRUE,FALSE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980","ger000191","wedekind-koenig-nicolo","Wedekind","König Nicolo oder So ist das Leben","Schauspiel in drei Aufzügen und neun Bildern mit einem Prolog","",1902,30,0.876295522272534,0.305747126436782,1.69425287356322,8.86666666666667,2,30,1,133,10,3,0.302526534333542,1.73521215106732,2.89659062205235,0.976395233586331,2.96661692152375,TRUE,FALSE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1981","ger000192","quistorp-der-hypochondrist","Quistorp","Der Hypochondrist","Ein deutsches Lustspiel","Comedy",1745,9,0.856613756613757,0.75,1.25,6,2,9,1,27,32,5,0.737189034467097,1.25002777777778,1.16200013370111,0.999977778271594,1.1620259559263,TRUE,FALSE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1982","ger000193","auenbrugger-der-rauchfangkehrer","Auenbrugger","Der Rauchfangkehrer oder Die unentbehrlichen Verräther ihrer Herrschaften aus Eigennutz","Ein musikalisches Lustspiel in drey Aufzügen","Comedy",1781,20,0.826801629742806,0.452631578947368,1.59473684210526,8.6,3,20,1,86,50,3,0.446993718931958,1.55382105263158,1.84969406666017,1.02633236910028,1.80223689941853,TRUE,FALSE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1983","ger000194","lessing-philotas","Lessing","Philotas","Ein Trauerspiel","Tragedy",1759,4,0.583333333333333,0.666666666666667,1.33333333333333,2,2,4,1,4,8,0,0.468,1.33333333333333,1.24643874643875,1,1.24643874643875,TRUE,FALSE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1984","ger000195","arnim-jerusalem","Arnim","Jerusalem","Ein Pilgerabenteuer","",1811,72,0.894968597880066,0.208528951486698,1.85070052539405,14.8055555555556,3,72,2,533,13,0,0.207832430618265,1.82589436619718,4.30620281549752,1.01358575811181,4.24848394034214,TRUE,TRUE,TRUE,"TRUE","TRUE",0.145836490423827,0.29519803003046,0.151277462326621,0.0168725448499641,0.145836490423827,0.29519803003046,0.151277462326621,0.0168725448499641,0.145836490423827,0.29519803003046,0.151277462326621,0.0168725448499641,TRUE,TRUE,TRUE
"1985","ger000196","heiseler-peter-und-alexej","Heiseler","Peter und Alexéj","Tragödie","Tragedy",1912,29,0.872587075490887,0.576354679802956,1.42364532019704,16.1379310344828,2,29,1,234,5,5,0.574183539134094,1.42364532019704,1.51970061142262,1,1.51970061142262,TRUE,FALSE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1986","ger000197","larronge-mein-leopold","L'Arronge","Mein Leopold","Volksstück in 3 Akten","",1873,28,0.819706110268914,0.333333333333333,1.70655270655271,9,3,28,2,126,61,6,0.329873561392793,1.69451587301587,2.48490999644818,1.00710340559715,2.46738317300674,TRUE,FALSE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1987","ger000198","goethe-der-grosskophta","Goethe","Der Großkophta","Ein Lustspiel in fünf Aufzügen","Comedy",1791,32,0.815043963658031,0.219758064516129,1.84596577017115,6.8125,3,32,2,109,37,5,0.216610555512775,1.95289852150538,3.76271581838939,0.945244081985479,3.98068169914995,TRUE,TRUE,TRUE,"FALSE","FALSE",0.314798151001541,0.280946036564543,0.36698024498307,0.0255847483890301,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"1988","ger000199","bossdorf-bahnmeister-dood","Boßdorf","Bahnmeister Dood","En nedderdüütsch Drama in fief Akten","",1919,4,1,1,1,3,1,4,1,6,5,5,1,1,1,1,1,FALSE,FALSE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989","ger000200","nestroy-das-maedl-aus-der-vorstadt","Nestroy","Das Mädl aus der Vorstadt oder Ehrlich währt am längsten","Posse in drei Aufzügen","Comedy",1841,15,0.808888888888889,0.542857142857143,1.60952380952381,7.6,3,15,1,57,60,3,0.53261681248088,1.4594021978022,1.51870701399973,1.10286514022501,1.37705595961613,TRUE,FALSE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1990","ger000201","goethe-faust-der-tragoedie-zweiter-teil","Goethe","Faust. Der Tragödie zweiter Teil","In fünf Akten","Tragedy",1832,189,0.944907970428329,0.114319486659912,2.32804054054054,21.4920634920635,4,189,3,2031,27,5,0.114250479863993,1.96103591129123,8.27049454455833,1.18714834702219,6.96669002261074,TRUE,TRUE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991","ger000202","braun-von-braunthal-das-nachtlager-von-granada","Braun von Braunthal","Das Nachtlager von Granada","Romantische Oper in zwei Aufzügen","",1834,11,0.87965367965368,0.690909090909091,1.30909090909091,6.90909090909091,2,11,1,38,19,2,0.680225387947261,1.30930909090909,1.29317972430909,0.999833361106482,1.29339525426314,TRUE,FALSE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992","ger000203","fock-cili-cohrs","Fock","Cili Cohrs","Irnsthaftig Spill","",1914,5,0.433333333333333,0.5,1.5,2,2,5,1,5,10,0,0.355482142857143,1.55216666666667,1.2190016911974,0.966391066251476,1.2613958611246,TRUE,FALSE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993","ger000204","braun-von-braunthal-faust","Braun von Braunthal","Faust","Eine Tragödie","Tragedy",1835,36,0.822599468432802,0.238095238095238,2.21111111111111,8.33333333333333,4,36,1,150,31,5,0.235771570729814,1.8631487394958,3.48896801207416,1.18676038270003,2.939909406258,TRUE,FALSE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1994","ger000205","schnitzler-der-tapfere-cassian","Schnitzler","Der tapfere Cassian","Puppenspiel in einem Akt","",1904,4,1,1,1,3,1,4,1,6,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,"X","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1995","ger000206","nestroy-einen-jux-will-er-sich-machen","Nestroy","Einen Jux will er sich machen","Posse mit Gesang in vier Aufzügen","Comedy",1842,22,0.788375615300045,0.41991341991342,1.61038961038961,8.81818181818182,3,22,1,97,63,4,0.413157123740824,1.58933333333333,1.90817383992294,1.01324849646997,1.88322395401599,TRUE,FALSE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996","ger000207","thoma-lottchens-geburtstag","Thoma","Lottchens Geburtstag","Lustspiel in einem Akt","Comedy",1911,6,0.9,0.8,1.2,4,2,6,1,12,11,0,0.768400262610789,1.2,1.17126456586841,1,1.17126456586841,TRUE,FALSE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997","ger000208","kleist-das-kaethchen-von-heilbronn","Kleist","Das Käthchen von Heilbronn oder die Feuerprobe","Ein großes historisches Ritterschauspiel","",1810,61,0.833714560557507,0.168306010928962,2.01073446327684,10.0983606557377,3,61,2,308,53,5,0.167094203858692,1.98228222654441,4.98948821266451,1.0143532723804,4.91888610065365,TRUE,TRUE,TRUE,"TRUE","TRUE",0.0886432531907164,0.0593283403918598,0.088821853226877,0.0242386860799844,0.0886432531907164,0.0593283403918598,0.088821853226877,0.0242386860799844,0.0886432531907164,0.0593283403918598,0.088821853226877,0.0242386860799844,FALSE,FALSE,FALSE
"1998","ger000209","grabbe-don-juan-und-faust","Grabbe","Don Juan und Faust","Eine Tragödie in vier Akten","Tragedy",1829,21,0.950210084033613,0.638095238095238,1.39047619047619,12.7619047619048,3,21,1,134,11,4,0.635541999047766,1.36190952380952,1.49511768767023,1.02097545113479,1.4644012116143,TRUE,FALSE,FALSE,"FALSE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
