id,corpus_name,corpus_title,corpus_acronym,name,firstAuthor,title,subtitle,normalizedGenre,numOfSpeakers,yearNormalized,size,numOfSegments,numConnectedComponents,averageClustering,averagePathLength,numEdges,CC_rand,APL_rand,CC_dev,APL_dev,S,swn1,polynomial,exponential,linear,quadratic
ger000094,ger,German Drama Corpus,GerDraCor,lortzing-zar-und-zimmermann,Lortzing,Zar und Zimmermann,Komische Oper in drei Aufzügen,,20,1837,20,37,1,0.852194472194472,1.68421052631579,78,0.404751393979424,1.60642105263158,2.10547631180683,1.04842408754341,2.00822962465525,1,,,,
ger000095,ger,German Drama Corpus,GerDraCor,sonnleithner-fidelio,Sonnleithner,Fidelio,Oper in zwei Aufzügen,,12,1805,12,20,1,0.861507936507937,1.57575757575758,36,0.531442359737915,1.46155757575758,1.62107502483015,1.07813582023329,1.50359072985756,1,,,,
ger000096,ger,German Drama Corpus,GerDraCor,schiller-kabale-und-liebe,Schiller,Kabale und Liebe,Ein bürgerliches Trauerspiel in fünf Aufzügen,Tragedy,17,1784,17,37,1,0.739775910364146,2.05882352941176,41,0.288369989575749,1.85258382352941,2.56537065959085,1.1113254381599,2.30838831858156,1,,,,
ger000097,ger,German Drama Corpus,GerDraCor,scheerbart-die-wurzeln-der-wohlhabenheit,Scheerbart,Die Wurzeln der Wohlhabenheit,Ein schildbürgerliches Schauspiel in fünf Akten,,15,1904,15,5,1,0.901098901098901,1.42857142857143,60,0.562249487585601,1.42962857142857,1.60266735852153,0.999260547195076,1.60385333236684,1,,,,
ger000098,ger,German Drama Corpus,GerDraCor,thoma-erster-klasse,Thoma,Erster Klasse,Bauernschwank in einem Akt,Comedy,10,1910,10,6,1,0.95,1.06666666666667,42,0.930122693128013,1.06666666666667,1.0213706288631,1.0,1.0213706288631,1,,,,
ger000099,ger,German Drama Corpus,GerDraCor,hartleben-hanna-jagert,Hartleben,Hanna Jagert,Komödie,Comedy,18,1893,18,3,1,0.897860962566845,1.47058823529412,81,0.522151389692405,1.47209803921569,1.71954145922271,0.998974386296735,1.72130685512085,1,,,,
ger000100,ger,German Drama Corpus,GerDraCor,sudermann-heimat,Sudermann,Heimat,Schauspiel in vier Akten,,14,1893,14,53,1,0.830890934462363,1.3956043956044,55,0.593881713527463,1.39637362637363,1.3990848944096,0.999449122530888,1.399856043564,1,,,,
ger000101,ger,German Drama Corpus,GerDraCor,hebbel-herodes-und-mariamne,Hebbel,Herodes und Mariamne,Eine Tragödie in fünf Akten,Tragedy,27,1849,27,35,1,0.842187454278957,1.91737891737892,104,0.292776472347386,1.76912022792023,2.87655441547804,1.08380362573378,2.65412879896069,1,,,,
ger000102,ger,German Drama Corpus,GerDraCor,hofmannsthal-der-abenteurer-und-die-saengerin,Hofmannsthal,Der Abenteurer und die Sängerin oder Die Geschenke des Lebens,In einem Aufzug (mit einer Verwandlung),,16,1899,16,2,1,0.941666666666667,1.11666666666667,106,0.881254777023915,1.11666666666667,1.06855212728238,1.0,1.06855212728238,1,,,,
ger000103,ger,German Drama Corpus,GerDraCor,klinger-die-neue-arria,Klinger,Die neue Arria,Ein Schauspiel,,19,1776,19,17,1,0.792785284890548,1.78362573099415,60,0.340937491063561,1.70932748538012,2.32530978748462,1.04346636103936,2.22844729289448,1,,,,
ger000104,ger,German Drama Corpus,GerDraCor,hauptmann-carl-ephraims-breite,Hauptmann,Ephraims Breite,Schauspiel in fünf Akten,,27,1900,27,35,1,0.817169353598662,1.48148148148148,192,0.543645347275139,1.45301424501424,1.50312949001492,1.01959184953962,1.47424627873755,1,,,,
ger000105,ger,German Drama Corpus,GerDraCor,wagner-siegfried,Wagner,Siegfried,,,8,1853,8,8,1,0.729166666666667,1.42857142857143,17,0.576685373184694,1.40102380952381,1.26440985079942,1.01966249171524,1.2400278141765,1,,,,
ger000106,ger,German Drama Corpus,GerDraCor,goethe-der-buergergeneral,Goethe,Der Bürgergeneral,Ein Lustspiel in einem Aufzuge,Comedy,7,1793,7,14,1,0.923809523809524,1.0952380952381,19,0.894763337893297,1.0952380952381,1.03246242295154,1.0,1.03246242295154,1,,,,
ger000107,ger,German Drama Corpus,GerDraCor,sudermann-die-ehre,Sudermann,Die Ehre,Schauspiel in vier Akten,,15,1889,15,52,1,0.812275132275132,1.47619047619048,60,0.562653041512676,1.42960952380952,1.44365189974154,1.03258298969416,1.39809769689228,1,,,,
ger000108,ger,German Drama Corpus,GerDraCor,grillparzer-sappho,Grillparzer,Sappho,Trauerspiel in fünf Aufzügen,Tragedy,10,1818,10,33,1,0.804761904761905,1.44444444444444,26,0.556956704305344,1.42938888888889,1.44492722421868,1.01053286175133,1.4298666366124,1,,,,
ger000109,ger,German Drama Corpus,GerDraCor,hofmannsthal-der-rosenkavalier,Hofmannsthal,Der Rosenkavalier,Komödie für Musik,,32,1911,32,3,1,0.9146343940911,1.44354838709677,276,0.554386871365535,1.44355040322581,1.64981250699214,0.999998603353906,1.64981481119955,1,,,,
ger000110,ger,German Drama Corpus,GerDraCor,klingemann-faust,Klingemann,Faust,Ein Trauerspiel in fünf Acten,Tragedy,20,1812,20,43,1,0.743970588235294,1.78947368421053,50,0.25225962168208,1.93360058479532,2.94922581455748,0.925461906808405,3.18676089513866,1,,,,
ger000111,ger,German Drama Corpus,GerDraCor,hensler-die-teufelsmuehle-am-wienerberg,Hensler,Die Teufelsmühle am Wienerberg,Ein österreichisches Volksmährchen mit Gesang in vier Aufzügen,,35,1799,35,58,1,0.791505410780983,1.87058823529412,146,0.242227414879457,1.84801191749427,3.26761283884762,1.01221654340328,3.22817569041228,1,,,,
ger000112,ger,German Drama Corpus,GerDraCor,scheerbart-okurirasuna,Scheerbart,Okurirasûna,Grosse Weltkomödie in fünf Akten,Comedy,10,1904,10,5,1,1.0,1.0,45,1.0,1.0,1.0,1.0,1.0,0,,,,
ger000113,ger,German Drama Corpus,GerDraCor,halm-der-sohn-der-wildnis,Halm,Der Sohn der Wildnis,Dramatisches Gedicht in fünf Akten,,18,1842,18,5,1,0.864652177887472,1.37908496732026,95,0.615482952156936,1.37913725490196,1.40483530024241,0.999962086745526,1.40488856414005,1,,,,
ger000114,ger,German Drama Corpus,GerDraCor,hartleben-rosenmontag,Hartleben,Rosenmontag,Eine Offiziers-Tragödie,Tragedy,24,1898,24,31,1,0.828382588415483,1.57246376811594,130,0.467309871633266,1.53039130434783,1.77266229262449,1.02749131130619,1.72523336510847,1,,,,
ger000115,ger,German Drama Corpus,GerDraCor,hofmannsthal-alkestis,Hofmannsthal,Alkestis,Ein Trauerspiel nach Euripides,Tragedy,33,1894,33,2,2,1.0,1.0,438,0.828759590246415,1.17045454545455,1.20662253778888,0.854368932038835,1.41229683400289,1,,,,
ger000116,ger,German Drama Corpus,GerDraCor,raimund-der-barometermacher-auf-der-zauberinsel,Raimund,Der Barometermacher auf der Zauberinsel,Zauberposse mit Gesang und Tanz in zwei Aufzügen als Parodie des Märchens: Prinz Tutu,Comedy,26,1823,26,42,1,0.82417173469805,2.06461538461538,64,0.19126477308502,2.13011682274247,4.30906183822829,0.969249837648454,4.44576998710953,1,0.120951162218766,0.0524003374143755,0.180607813969768,0.204391681590213
ger000117,ger,German Drama Corpus,GerDraCor,nestroy-der-unbedeutende,Nestroy,Der Unbedeutende,Posse mit Gesang in drei Akten,Comedy,36,1846,36,69,1,0.822381140136172,1.68730158730159,282,0.445311994924627,1.55259682539683,1.8467527250762,1.08676094121881,1.69931827233785,1,,,,
ger000118,ger,German Drama Corpus,GerDraCor,eichendorff-die-freier,Eichendorff,Die Freier,Lustspiel in drei Aufzügen,Comedy,11,1833,11,10,1,0.838383838383838,1.25454545454545,42,0.754788217428892,1.23636363636364,1.11075374393059,1.01470588235294,1.09465586358377,1,,,,
ger000119,ger,German Drama Corpus,GerDraCor,meisl-der-lustige-fritz,Meisl,"Der lustige Fritz oder Schlafe, Träume, stehe auf, kleide dich an und bessre dich!",Ein Märchen neuerer Zeit in zwei Aufzügen,,30,1818,30,36,1,0.850817221993692,1.76781609195402,116,0.26183649622104,1.82045287356322,3.24942181198239,0.97108588616954,3.34617345207206,1,,,,
ger000120,ger,German Drama Corpus,GerDraCor,anzengruber-der-gwissenswurm,Anzengruber,Der Gwissenswurm,Bauernkomödie mit Gesang in drei Akten,Comedy,15,1874,15,34,2,0.785218855218855,1.46835443037975,42,0.386871719758248,1.65049523809524,2.02966206914667,0.889644754185603,2.28142981746085,1,,,,
ger000121,ger,German Drama Corpus,GerDraCor,grillparzer-ein-bruderzwist-in-habsburg,Grillparzer,Ein Bruderzwist in Habsburg,Trauerspiel in fünf Aufzügen,Tragedy,44,1848,44,12,1,0.847665759803192,1.83192389006342,263,0.276865265328524,1.74521247357294,3.06165440723438,1.04968530640453,2.91673550973235,1,,,,
ger000122,ger,German Drama Corpus,GerDraCor,neuber-das-schaeferfest,Neuber,Das Schäferfest oder Die Herbstfreude,Ein deutsches Lustspiel in Versen,Comedy,17,1754,17,57,2,1.0,1.0,76,0.552658418404478,1.44194852941176,1.80943593130635,0.693506029932944,2.60911348021199,1,,,,
ger000123,ger,German Drama Corpus,GerDraCor,goethe-goetz-von-berlichingen-mit-der-eisernen-hand,Goethe,Götz von Berlichingen mit der eisernen Hand,Ein Schauspiel,,79,1773,79,55,2,0.851763809704892,2.48507731032003,267,0.0864237889048513,2.47036024720422,9.85566382240711,1.00595745625864,9.79729685494088,1,0.335711054612733,0.0447392923651373,0.242668225852074,0.397816321034635
ger000124,ger,German Drama Corpus,GerDraCor,gellert-die-betschwester,Gellert,Die Betschwester,Lustspiel,Comedy,5,1745,5,25,1,1.0,1.0,10,1.0,1.0,1.0,1.0,1.0,0,,,,
ger000125,ger,German Drama Corpus,GerDraCor,guenderode-nikator,Günderode,Nikator,Eine dramatische Skizze in drei Akten,,7,1805,7,3,1,0.923809523809524,1.0952380952381,19,0.894541723666211,1.0952380952381,1.03271820572367,1.0,1.03271820572367,1,,,,
ger000126,ger,German Drama Corpus,GerDraCor,goethe-stella,Goethe,Stella,Ein Schauspiel für Liebende,,10,1776,10,5,1,0.90484126984127,1.15555555555556,38,0.837709045106539,1.15555555555556,1.08013787737745,1.0,1.08013787737745,1,,,,
ger000127,ger,German Drama Corpus,GerDraCor,hofmannsthal-der-tod-des-tizian,Hofmannsthal,Der Tod des Tizian,Ein dramatisches Fragment,,9,1901,9,2,2,0.888888888888889,1.0,28,0.763803174116033,1.22222222222222,1.1637669480984,0.818181818181818,1.4223818254536,1,,,,
ger000128,ger,German Drama Corpus,GerDraCor,berg-kalisch-berlin-wie-es-weint-und-lacht,Berg,"Berlin, wie es weint und lacht",Volksstück mit Gesang in 3 Aufzügen und 11 Bildern,,35,1858,35,54,2,0.693382540600586,2.05410821643287,117,0.194149154522345,2.02162709447415,3.57139098702994,1.01606682164455,3.51491743549846,1,,,,
ger000129,ger,German Drama Corpus,GerDraCor,anzengruber-das-vierte-gebot,Anzengruber,Das vierte Gebot,Volksstück in vier Akten,,32,1877,32,40,1,0.773499196185838,1.85282258064516,144,0.287756868704701,1.75663360215054,2.68803034891102,1.05475756491101,2.54848169696493,1,,,,
ger000130,ger,German Drama Corpus,GerDraCor,goethe-der-triumph-der-empfindsamkeit,Goethe,Der Triumph der Empfindsamkeit,Eine dramatische Grille,,14,1778,14,6,1,0.857297464440322,1.59340659340659,43,0.459200009917239,1.54571428571429,1.86693694670179,1.03085454286933,1.81105759257292,1,,,,
ger000131,ger,German Drama Corpus,GerDraCor,nestroy-freiheit-in-kraehwinkel,Nestroy,Freiheit in Krähwinkel,Posse mit Gesang in zwei Abteilungen und drei Aufzügen,Comedy,34,1848,34,66,1,0.751016441924291,1.81639928698752,172,0.303785485041236,1.72040229500891,2.47219330384514,1.05579915363814,2.34153749349608,1,,,,
ger000132,ger,German Drama Corpus,GerDraCor,rubiner-die-gewaltlosen,Rubiner,Die Gewaltlosen,Drama in vier Akten,,41,1919,41,69,2,0.777374432048199,1.65641025641026,295,0.358058607118719,1.64265,2.17108153970573,1.00837686446307,2.15304576713169,1,,,,
ger000133,ger,German Drama Corpus,GerDraCor,stephanie-die-liebe-im-narrenhause,Stephanie,Die Liebe im Narrenhause,Eine komische Oper in zwey Aufzügen,,11,1787,11,41,1,1.0,1.0,55,1.0,1.0,1.0,1.0,1.0,0,,,,
ger000134,ger,German Drama Corpus,GerDraCor,bauernfeld-grossjaehrig,Bauernfeld,Großjährig,Lustspiel in zwei Aufzügen,Comedy,7,1846,7,25,1,0.923809523809524,1.19047619047619,17,0.788628674338102,1.19047619047619,1.17141254670315,1.0,1.17141254670315,1,,,,
ger000135,ger,German Drama Corpus,GerDraCor,wedekind-fritz-schwigerling,Wedekind,Fritz Schwigerling oder Der Liebestrank,Schwank in drei Aufzügen,Comedy,10,1899,10,41,1,0.83,1.4,28,0.605161270748235,1.38037777777778,1.3715352255999,1.01421511019528,1.35231196204109,1,,,,
ger000136,ger,German Drama Corpus,GerDraCor,grillparzer-weh-dem-der-luegt,Grillparzer,"Weh dem, der lügt!",Lustspiel in fünf Aufzügen,Comedy,16,1838,16,5,1,0.874339549339549,1.28333333333333,86,0.711301124787963,1.28333333333333,1.22921153765951,1.0,1.22921153765951,1,,,,
ger000137,ger,German Drama Corpus,GerDraCor,wilbrandt-der-meister-von-palmyra,Wilbrandt,Der Meister von Palmyra,Dramatische Dichtung in fünf Aufzügen,,35,1889,35,37,1,0.751846095403035,1.9327731092437,126,0.207536678976648,1.95824879042526,3.62271430337205,0.986990579896627,3.67046492353704,1,,,,
ger000138,ger,German Drama Corpus,GerDraCor,scheerbart-lachende-gespenster,Scheerbart,Lachende Gespenster,Ein Schauspiel zwischen schwarzen Wänden in einem Aufzuge,,6,1904,6,1,1,1.0,1.0,15,1.0,1.0,1.0,1.0,1.0,0,,,,
ger000139,ger,German Drama Corpus,GerDraCor,reinick-genoveva,Reinick,Genoveva,Oper in vier Akten,,19,1850,19,4,1,0.878252286069623,1.43859649122807,96,0.557123691872791,1.43902923976608,1.5764044841054,0.999699277453124,1.5768786870803,1,,,,
ger000140,ger,German Drama Corpus,GerDraCor,wedekind-erdgeist,Wedekind,Erdgeist,Tragödie in vier Aufzügen,Tragedy,13,1895,13,34,1,0.737584637584638,1.53846153846154,38,0.471771880034437,1.52979603729604,1.56343493285525,1.00566448137807,1.55462876715391,1,,,,
ger000141,ger,German Drama Corpus,GerDraCor,scheerbart-die-puppe-und-die-dauerwurst,Scheerbart,Die Puppe und die Dauerwurst,Ein soziales Drama,,3,1897,3,1,1,1.0,1.0,3,1.0,1.0,1.0,1.0,1.0,0,,,,
ger000142,ger,German Drama Corpus,GerDraCor,kotzebue-menschenhass-und-reue,Kotzebue,Menschenhaß und Reue,Schauspiel in fünf Aufzügen,,12,1788,12,51,1,0.768001443001443,1.36363636363636,42,0.625197070565042,1.36418181818182,1.22841497370955,0.999600159936026,1.22890633969903,1,,,,
ger000143,ger,German Drama Corpus,GerDraCor,platen-der-romantische-oedipus,Platen,Der romantische Ödipus,Ein Lustspiel in 5 Akten,Comedy,22,1829,22,5,2,0.904050494959586,1.27397260273973,106,0.454435578312198,1.54458008658009,1.98939198008502,0.824801908174588,2.41196335795082,1,,,,
ger000144,ger,German Drama Corpus,GerDraCor,kurz-prinzessin-pumphia,Kurz,Prinzessin Pumphia,Eine Parodie in lächerlichen Versen,Comedy,14,1767,14,31,2,0.906802721088435,1.31034482758621,40,0.427298491629556,1.59361721611722,2.12217627455279,0.822245652427632,2.58095165147688,1,,,,
ger000145,ger,German Drama Corpus,GerDraCor,busoni-turandot,Busoni,Turandot,Eine chinesische Fabel nach Gozzi in zwei Akten,,16,1917,16,4,1,0.925961538461538,1.39166666666667,76,0.626036971609654,1.36673333333333,1.47908443183591,1.01824301253597,1.45258490716493,1,,,,
ger000146,ger,German Drama Corpus,GerDraCor,wedekind-musik,Wedekind,Musik,Sittengemälde in vier Bildern,,10,1908,10,16,1,0.744920634920635,1.44444444444444,25,0.533996879268446,1.45715,1.39499061481622,0.991280543831757,1.40726116687809,1,,,,
ger000147,ger,German Drama Corpus,GerDraCor,lortzing-der-waffenschmied,Lortzing,Der Waffenschmied,Komische Oper in drei Aufzügen,,12,1846,12,38,1,0.894973544973545,1.16666666666667,55,0.82862588075619,1.16666666666667,1.08006950513881,1.0,1.08006950513881,1,,,,
ger000148,ger,German Drama Corpus,GerDraCor,wieland-klementina-von-porretta,Wieland,Klementina von Porretta,Ein Drama aus Richardsons Geschichte Sir Karl Grandisons gezogen,,11,1760,11,63,1,0.83037518037518,1.21818181818182,43,0.772745105632106,1.21818181818182,1.07457837561576,1.0,1.07457837561576,1,,,,
ger000149,ger,German Drama Corpus,GerDraCor,sorge-der-sieg-des-christos,Sorge,Der Sieg des Christos,Eine Vision dargestellt in dramatischen Bildern,,37,1924,37,18,3,0.853372169161643,1.71854304635762,109,0.159601284930345,2.17276803946804,5.34690036821497,0.790946394249415,6.76012989892826,1,,,,
ger000150,ger,German Drama Corpus,GerDraCor,schnitzler-komtesse-mizzi,Schnitzler,Komtesse Mizzi oder Der Familientag,Komödie in einem Akt,Comedy,9,1909,9,1,1,1.0,1.0,36,1.0,1.0,1.0,1.0,1.0,0,,,,
ger000151,ger,German Drama Corpus,GerDraCor,birch-pfeiffer-die-walpurgisnacht,Birch-Pfeiffer,Die Walpurgisnacht,Dramatisches Volksmärchen in vier Acten,,26,1830,26,42,1,0.802079061289588,2.05538461538462,65,0.194528076644497,2.1110512515847,4.12320460431735,0.973630845694389,4.23487466790013,1,0.641101669033317,0.0641324760793301,0.427674865877113,0.732153329510177
ger000152,ger,German Drama Corpus,GerDraCor,kleist-penthesilea,Kleist,Penthesilea,Ein Lustspiel nach Molière,Comedy,84,1808,84,24,1,0.893170643974406,2.28313253012048,489,0.140428943512675,2.02726764199656,6.36030309445282,1.12621169638555,5.64752001321376,1,0.298815663050563,0.0353855779530019,0.215133646761744,0.248054341444477
ger000153,ger,German Drama Corpus,GerDraCor,scheerbart-herr-kammerdiener-kneetschke,Scheerbart,Herr Kammerdiener Kneetschke,Eine Kammerdiener-Tragödie in fünf Aufzügen,Tragedy,10,1904,10,5,1,0.855555555555556,1.31111111111111,31,0.672713120236972,1.31153333333333,1.27179852721495,0.99967806977414,1.27220808945253,1,,,,
ger000154,ger,German Drama Corpus,GerDraCor,schober-alfonso-und-estrella,Schober,Alfonso und Estrella,Romantische Oper in drei Akten,,18,1854,18,23,1,0.821059804393138,1.52287581699346,79,0.509211201498379,1.48565359477124,1.61241504895637,1.0250544422692,1.57300430344647,1,,,,
ger000155,ger,German Drama Corpus,GerDraCor,lenz-die-freunde-machen-den-philosophen,Lenz,Die Freunde machen den Philosophen,Eine Komödie,Comedy,17,1775,17,20,1,0.894934640522876,1.53676470588235,63,0.456266598635331,1.54724264705882,1.96142922405361,0.993227990970655,1.9748026051267,1,,,,
ger000156,ger,German Drama Corpus,GerDraCor,iffland-die-jaeger,Iffland,Die Jäger,Ein ländliches Sittengemälde in fünf Aufzügen,,18,1785,18,70,1,0.825525092191759,1.67320261437909,71,0.457093797814269,1.54359477124183,1.80602995739442,1.08396494050896,1.66613318374156,1,,,,
ger000157,ger,German Drama Corpus,GerDraCor,goethe-clavigo,Goethe,Clavigo,Ein Trauerspiel,Tragedy,10,1774,10,5,1,0.905952380952381,1.15555555555556,38,0.837104904870174,1.15555555555556,1.08224474098964,1.0,1.08224474098964,1,,,,
ger000158,ger,German Drama Corpus,GerDraCor,grabbe-herzog-theodor-von-gothland,Grabbe,Herzog Theodor von Gothland,Eine Tragödie in fünf Akten,Tragedy,61,1827,61,17,1,0.884296065781187,1.67377049180328,597,0.325554033543728,1.67458087431694,2.71628047779175,0.999516068452656,2.7175956080394,1,,,,
ger000159,ger,German Drama Corpus,GerDraCor,hofmannsthal-jedermann,Hofmannsthal,Jedermann,Das Spiel vom Sterben des reichen Mannes,,43,1911,43,1,1,1.0,1.0,903,1.0,1.0,1.0,1.0,1.0,0,,,,
ger000160,ger,German Drama Corpus,GerDraCor,hebbel-kriemhilds-rache,Hebbel,Kriemhilds Rache,Ein Trauerspiel in fünf Akten,Tragedy,21,1861,21,72,1,0.770038559324274,1.4952380952381,112,0.52911940859133,1.46716666666667,1.45532094801501,1.01913308774606,1.42799891938906,1,,,,
ger000161,ger,German Drama Corpus,GerDraCor,hofmannsthal-das-bergwerk-zu-falun,Hofmannsthal,Das Bergwerk zu Falun,,,27,1899,27,5,1,0.920832076420312,1.53846153846154,162,0.458088788814552,1.53936467236467,2.01016069134382,0.999413307373264,2.01134073012003,1,,,,
ger000162,ger,German Drama Corpus,GerDraCor,roeber-koenig-manfred,Roeber,König Manfred,Oper in fünf Akten,,25,1867,25,31,2,0.730961342750816,1.74015748031496,88,0.287121499604835,1.78928072463768,2.54582587426173,0.972545814837039,2.61769248854185,1,,,,
ger000163,ger,German Drama Corpus,GerDraCor,wildgans-in-ewigkeit-amen,Wildgans,In Ewigkeit Amen,Ein gerichtliches Vorspiel in einem Akt,,8,1913,8,1,1,1.0,1.0,28,1.0,1.0,1.0,1.0,1.0,0,,,,
ger000164,ger,German Drama Corpus,GerDraCor,schlegel-alarcos,Schlegel,Alarcos,Ein Trauerspiel in zwei Aufzügen,Tragedy,11,1802,11,7,1,0.817893217893218,1.43636363636364,34,0.605124486499595,1.38358181818182,1.35161150497215,1.03814867866013,1.30194405941602,1,,,,
ger000165,ger,German Drama Corpus,GerDraCor,blumenthal-im-weissen-roessl,Blumenthal,Im weißen Rößl,Lustspiel in drei Aufzügen,Comedy,36,1898,36,38,2,0.89398956186073,1.41512605042017,350,0.554120218180035,1.44444603174603,1.61334947278583,0.97970157369575,1.64677644305476,1,,,,
ger000166,ger,German Drama Corpus,GerDraCor,wagner-tristan-und-isolde,Wagner,Tristan und Isolde,,,10,1859,10,11,1,0.889285714285714,1.2,36,0.790037611051533,1.2,1.12562452957408,1.0,1.12562452957408,1,,,,
ger000167,ger,German Drama Corpus,GerDraCor,immermann-eudoxia,Immermann,Eudoxia,Ein Epilog,,12,1832,12,2,1,0.924242424242424,1.37878787878788,41,0.610597323742054,1.37975757575758,1.51366930103491,0.999297197575332,1.51473385966421,1,,,,
ger000168,ger,German Drama Corpus,GerDraCor,stavenhagen-mudder-mews,Stavenhagen,Mudder Mews,Niederdeutsches Drama in 5 Akten,,8,1904,8,5,1,0.910714285714286,1.10714285714286,25,0.884300668677574,1.10714285714286,1.02986949797993,1.0,1.02986949797993,1,,,,
ger000169,ger,German Drama Corpus,GerDraCor,wette-haensel-und-gretel,Wette,Hänsel und Gretel,Märchenspiel in drei Bildern,,9,1893,9,11,1,0.857142857142857,1.5,18,0.467645849711262,1.53847546897547,1.83288883601144,0.974991171616736,1.8799030077084,1,,,,
ger000170,ger,German Drama Corpus,GerDraCor,grillparzer-die-juedin-von-toledo,Grillparzer,Die Jüdin von Toledo,Historisches Trauerspiel in fünf Aufzügen,Tragedy,16,1851,16,5,1,0.850237956487956,1.35,78,0.644433391150649,1.35006666666667,1.31935738924055,0.999950619722483,1.31942254269187,1,,,,
ger000171,ger,German Drama Corpus,GerDraCor,alberti-brot,Alberti,Brot!,Ein soziales Schauspiel in fünf Akten,,49,1888,49,36,1,0.849767312323915,1.75170068027211,368,0.311722128947436,1.69185799319728,2.72604102632446,1.03537098699504,2.63291231893243,1,,,,
ger000172,ger,German Drama Corpus,GerDraCor,wildenbruch-die-quitzows,Wildenbruch,Die Quitzows,Schauspiel in vier Akten,,62,1888,62,72,1,0.766512481273323,2.01480698043363,374,0.196738331797383,1.87380222104707,3.89610135590018,1.0752506095909,3.62343561691403,1,0.135865269771228,0.023132853385454,0.130077143916602,0.135071817777293
ger000173,ger,German Drama Corpus,GerDraCor,krueger-die-geistlichen-auf-dem-lande,Krüger,Die Geistlichen auf dem Lande,Ein Lustspiel in drey Handlungen,Comedy,9,1743,9,31,1,0.891534391534391,1.16666666666667,30,0.823202209268604,1.16666666666667,1.08300777317702,1.0,1.08300777317702,1,,,,
ger000174,ger,German Drama Corpus,GerDraCor,holz-sonnenfinsternis,Holz,Sonnenfinsternis,Tragödie,Tragedy,6,1908,6,5,1,0.933333333333333,1.06666666666667,14,0.923076923076923,1.06666666666667,1.01111111111111,1.0,1.01111111111111,1,,,,
ger000175,ger,German Drama Corpus,GerDraCor,wagner-lohengrin,Wagner,Lohengrin,Romantische Oper in drei Aufzügen,,25,1850,25,11,2,0.758579492403022,1.41732283464567,149,0.493533061382475,1.50380666666667,1.5370388566839,0.942490059435168,1.63082765838935,1,,,,
ger000176,ger,German Drama Corpus,GerDraCor,schnitzler-anatols-groessenwahn,Schnitzler,Anatols Größenwahn,,,6,1891,6,1,1,1.0,1.0,15,1.0,1.0,1.0,1.0,1.0,0,,,,
ger000177,ger,German Drama Corpus,GerDraCor,brandes-ino,Brandes,Ino,Ein Melodrama,,9,1779,9,11,1,0.655555555555556,1.94444444444444,14,0.351235335198243,1.76228282828283,1.86642826008821,1.10336684511595,1.69157544324441,1,,,,
ger000178,ger,German Drama Corpus,GerDraCor,goethe-die-mitschuldigen,Goethe,Die Mitschuldigen,Ein Lustspiel in einem Akte,Comedy,4,1776,4,15,1,1.0,1.0,6,1.0,1.0,1.0,1.0,1.0,0,,,,
ger000179,ger,German Drama Corpus,GerDraCor,hebbel-der-diamant,Hebbel,Der Diamant,Eine Komödie in fünf Akten,Comedy,23,1847,23,29,3,0.915458937198068,1.3302752293578,74,0.285781769287132,1.80809956709957,3.2033496730097,0.735731180717961,4.3539675318419,1,,,,
ger000180,ger,German Drama Corpus,GerDraCor,kaltneker-die-opferung,Kaltneker,Die Opferung,Eine Tragödie in vier Akten,Tragedy,40,1922,40,4,1,0.962223250433777,1.58589743589744,323,0.412570165511481,1.58621923076923,2.33226571107212,0.999797130897449,2.33273895172975,1,,,,
ger000181,ger,German Drama Corpus,GerDraCor,scheerbart-der-herr-vom-jenseits,Scheerbart,Der Herr vom Jenseits,Eine Gartenkomödie,Comedy,3,1904,3,1,1,1.0,1.0,3,1.0,1.0,1.0,1.0,1.0,0,,,,
ger000182,ger,German Drama Corpus,GerDraCor,scheerbart-der-vornehme-raeuberhauptmann,Scheerbart,Der vornehme Räuberhauptmann,Drama in zwei Akten,,9,1904,9,3,1,0.813492063492063,1.52777777777778,17,0.437925627589763,1.58332936507936,1.85760323726503,0.964914699034333,1.92514762094937,1,,,,
ger000183,ger,German Drama Corpus,GerDraCor,scheerbart-das-dumme-luder,Scheerbart,Das dumme Luder,Ein Jupiter-Drama,,5,1904,5,1,1,1.0,1.0,10,1.0,1.0,1.0,1.0,1.0,0,,,,
ger000184,ger,German Drama Corpus,GerDraCor,raimund-die-unheilbringende-zauberkrone,Raimund,"Die unheilbringende Zauberkrone oder König ohne Reich, Held ohne Mut, Schönheit ohne Jugend",Tragisch-komisches Original-Zauberspiel in zwei Aufzügen,Tragicomedy,54,1829,54,38,1,0.828330682609099,2.72466806429071,170,0.117698999108556,2.33070254481409,7.0377037093163,1.16903294689115,6.02010724165811,1,,,,
ger000185,ger,German Drama Corpus,GerDraCor,bauernfeld-industrie-und-herz,Bauernfeld,Industrie und Herz,Lustspiel in vier Aufzügen,Comedy,12,1842,12,38,1,0.815277777777778,1.77272727272727,25,0.359242032519542,1.72960553359684,2.26943871812502,1.02493154554192,2.21423443155423,1,,,,
ger000186,ger,German Drama Corpus,GerDraCor,weisse-die-jagd,Weiße,Die Jagd,Eine komische Oper in drey Aufzügen,,17,1770,17,34,1,0.888779194661548,1.58823529411765,66,0.477224530034998,1.521,1.86239209999613,1.04420466411417,1.78355083442963,1,,,,
